UF,Cidade,Bairro,Latitude,Longitude,muni,people,income,density,consumer,cons_a_total,cons_b_current,cons_c_expenditure,cons_1_food,cons_2_housing,cons_3_clothing,cons_4_transport,cons_5_hygiene_care,cons_6_health,cons_7_education,cons_8_recreation,cons_9_tobacco,cons_10_personal_services,cons_12_others,cons_13_asset_increase,cons_14_liability_reduction,class_a1,class_a2,class_b1,class_b2,class_c,class_d,class_e,age_babies,age_kids,age_teens,age_young_adults,age_adults,age_middle_age,age_young_eldery,age_eldery,pop_active,pop_youngness,pop_oldness,areaid,clu_0_nome,clu_0_atv,clu_0_pct_over_avg,clu_1_nome,clu_1_atv,clu_1_pct_over_avg,clu_2_nome,clu_2_atv,clu_2_pct_over_avg,clu_3_nome,clu_3_atv,clu_3_pct_over_avg,clu_4_nome,clu_4_atv,clu_4_pct_over_avg,atv_1_cod,atv_1_nome,atv_1_atv,atv_1_examples,atv_2_cod,atv_2_nome,atv_2_atv,atv_2_examples,atv_3_cod,atv_3_nome,atv_3_atv,atv_3_examples,atv_4_cod,atv_4_nome,atv_4_atv,atv_4_examples,atv_5_cod,atv_5_nome,atv_5_atv,atv_5_examples,people2022,census_change,income_2022,income_2022_original,income_2010,income_2010_original,income_rate,cluster,pca_1,pca_2,cluster_nome
SP,São Paulo,Itaim Bibi,-23.5843807,-46.6784441,SO PAULO,4424,17700,157,26.1 MI,36511952,32686350,26133823,3210807,9563501,879799,5358981,441309,2328018,1991245,832951,53581,345943,1136964,6552531,2819680,1052,755,359,176,165,74,271,88,236,208,1495,941,849,382,297,0.7291353,0.795251,1.2887121,1156463,Corretagem de imóveis,287,555,Serviços jurídicos,100,349,Consultórios médicos,137,296,Serviços de Eng e Arq,79,164,Serviços de Tecnologia,84,165,DIV_47,Comércio,404,"IPRIME SP COMERCIO E SERVICO EIRELI
 LUCY ELETRONICOS EIRELI
 TWICKERS COMERCIO E CONFECCAO EIRELI
 2MAR INDUSTRIA E COMERCIO DE GELADOS E AFINS LTDA
 CAO DE LO COMERCIO DE ARTIGOS CANINOS EIRELI
 BLACK PANTER CALCADOS EIRELI
 FARMACIA VIVA VIDA EIRELI
 NEWFIT COMERCIO DE ROUPAS E ACESSORIOS LTDA.
 DISTRIBUIDORA DE MOVEIS IPANEMA LTDA
 DEPOSITO TINTAS E MATERIAIS DE CONSTRUCAO EIRELI",DIV_56,Alimentação,199,"D FRENT CAFE E DESIGN EIRELI
 THE FIFTIES COMERCIO DE ALIMENTOS S.A
 AGA CARNEIRO RESTAURANTE EIRELI
 LEGIAO PAULISTA DE PIZZAS LTDA
 UM COFFEE CO BRASIL CAFE E COMERCIO EIRELI
 LUCAS VAZ PIPPER LTDA
 CARCAMANO COMERCIO DE ALIMENTOS E PROMOCOES LTDA
 RAROS SELF SERVICE EIRELI
 FM GASTRONOMIA E RESTAURANTE LTDA
 FALAFEL HAUS COMERCIO DE ALIMENTOS EIRELI",,,,,,,,,,,,,4087,-7.63,17.700,15.600,15.600,6.710,13.5,1,9.252188329347636,-3.224753786659241,Polo de Alta Densidade Popular
SP,São Paulo,Pinheiros,-23.567249,-46.7019515,SO PAULO,767,15800,27,1.9 MI,2527537,2317045,1917715,266235,718414,64815,370852,42633,173923,123990,56156,5666,25671,70299,399329,138748,51,124,103,99,133,75,61,21,57,53,226,157,129,64,57,0.6699393,1.1155866,0.91620106,1156464,Serviços de Tecnologia,27,351,Corretagem de seguros,9,327,Corretagem de imóveis,24,190,Serviços de Eng e Arq,16,183,Livrarias,4,348,DIV_47,Comércio,51,"ZTA COMERCIO DE CALCADOS EIRELI
 FERRAMENTAS PINHEIROS COMERCIAL EIRELI
 MAGAZINE MARIA FROTA EIRELI
 SK MODA VESTUARIO LTDA
 FERRAGENS FLORESTA LTDA
 FERRAGENS FLORESTA LTDA
 SUPERMERCADO HIROTA LTDA
 SOMART SWIM LTDA
 FLAVIA REGINA PEREIRA DE PINHO 03405830702
 J.S.A. MADEIRAS E FERRAGENS LTDA",DIV_56,Alimentação,70,"LANCHONETE LUXO PAULISTANO LTDA
 EMPORIO PINHEIROS COMERCIO DE PRODUTOS ALIMENTICIOS EIRELI
 PPA BAR E RESTAURANTE LTDA
 MORITA RESTAURANTE JAPONES EIRELI
 RESTAURANTE E LANCHONETE ESTRELA DE PINHEIROS LTDA
 KANOAS RESTAURANTE E LANCHONETE LTDA
 MAMMA COMERCIO E PRODUCAO LTDA
 VELMONT GRILL E LANCHONETE LTDA
 UNDERBEK BAR LTDA
 BAR E LANCHES DA JULINHA LTDA",,,,,,,,,,,,,930,21.19,15.800,13.900,6.790,2.930,132.94,0,-3.3279657554585285,-0.6105064651757718,Perfil Intermediário (Grupo 0)
SP,São Paulo,Vila Mariana,-23.5837,-46.6327408,SO PAULO,3911,14700,138,15.3 MI,20783607,18860918,15344609,2015862,5677562,512160,3058753,299900,1392878,1074627,469534,37491,204624,608536,3516310,1335417,490,700,520,288,340,156,101,94,289,263,1241,898,686,250,266,0.7110928,1.3184607,0.8382505,1156465,Consultórios médicos,55,681,Serviços de Tecnologia,32,397,Corretagem de seguros,9,297,Serviços de contabilidade,15,288,Ensino especializado,63,182,DIV_47,Comércio,69,"THAIS VANISSE NUNES BARRETTO INFORMATICA EIRELI
 NOVO MUNDO SUPLEMENTOS DE BABACU EIRELI
 D & AJG 12 HORAS DO BRASIL COMERCIO EIRELI
 PHOCOSTUDIO COMERCIO E ASSISTENCIA TECNICA LTDA
 DHIEGO HENRIQUE FERNANDES DE OLIVEIRA 70822691108
 ADRIANA KAMEOKA 29700855856
 JANISE RESENDE BERGAMO 32750356814
 POVARESKIM SOFT SYSTEMS LTDA
 MARCELLO AUGUSTO CANDIA DE LIMA 41742579817
 MARIO JOSE NOGUEIRA BERTINATTO",DIV_56,Alimentação,16,"COLINA RESTAURANTE BAR E COZINHA LTDA
 REYNALDO KOCH UTAKA 27329087890
 VANILIA DA COSTA OLIVEIRA 07458024607
 JULIANA CORREIA FRANCISCO
 FERNANDA PINTO NOCELLI 29298315880
 GISELA TAVARES LINS 16410790880
 MATHEUS DE SOUZA TRISTAO 49557798831
 PARADISO PIZZERIA LTDA
 LUCAS ALVES DE OLIVEIRA 04326014571
 MARCIO MANO VARRESE",,,,,,,,,,,,,4651,18.92,14.700,13.000,10.200,4.400,44.02,1,5.183039868056951,-0.3209843813866521,Polo de Alta Densidade Popular
SP,São Paulo,Mooca,-23.5606808,-46.5971924,SO PAULO,5278,8920,187,15.1 MI,19913822,18287307,15131579,2105839,5666794,505926,2927106,335192,1385050,974079,443980,43603,202720,549437,3155729,1055430,183,502,451,312,395,213,162,181,541,432,1232,1350,855,365,319,0.65049726,1.9518694,0.6378557,1156466,Corretagem de seguros,7,280,Ensino especializado,40,121,Psicólogos,4,276,Corretagem de imóveis,17,135,Agência de publicidade,36,81,DIV_47,Comércio,86,"EDUARDO AUGUSTO DA SILVA 06089377899
 BRUNA PIRRI ADAMS 82172595004
 TAGITANI MODAS LTDA
 CONVENIENCIA NUMBER ONE LTDA
 COMERCIAL JUBILY LTDA
 EMPORIO CHARM COMERCIO DE PRESENTES LTDA
 CAFE COADO COMERCIO, SERVICOS E LOCACAO DE MAQUINAS DE CAFE E BEBIDAS LTDA
 MARCO AURELIO SILVA 27435523879
 PENTAGRAMA DECOR COMERCIAL LTDA
 VEJA COMUNICACAO VISUAL LTDA",DIV_56,Alimentação,38,"PAES DE BARROS GRILL & RESTAURANTE EIRELI
 RESTAURANTE ANGELO NETO EIRELI
 LANCHONETE BELEZURA DA MOOCA LTDA
 MARION GARCIA MENDES CALZA 39814339806
 COMIDINHAS DO MAR COMERCIO DE ALIMENTOS LTDA
 NOVA SOCIEDADE DA PIZZA LTDA
 ORLANDO E NICE BAR E LANCHES LTDA
 ADERVAL BASTOS QUEIROZ SILVA 36348177807
 ISIS FERREIRA BRESSAN 29781554851
 P A DE SOUZA",,,,,,,,,,,,,4573,-13.36,8.920,7.860,8.080,3.490,10.36,1,6.097416924070486,2.223388300302658,Polo de Alta Densidade Popular
SP,São Paulo,Santana,-22.004508,-50.3862746,HERCULNDIA,892,3480,32,976.6 mil,1175272,1108063,976554,160301,390627,35997,162081,31430,83563,44480,23595,5013,12956,26789,131508,35231,3,10,28,37,103,139,72,30,98,90,211,176,162,67,55,0.6167798,1.8441998,0.58542645,1156467,Bancos,2,750,Corretagem de seguros,2,276,Pet shop,7,340,Serviços de contabilidade,3,231,Papelarias,3,557,DIV_47,Comércio,84,"HIGOR HENRIQUE CAMARGO TONINI EIRELI
 MOVEIS ITAPUA DE HERCULANDIA LTDA
 MOVEIS ITAPUA DE HERCULANDIA LTDA
 REGINALDO DA SILVA 08924749803
 ALZIRA BONOMO DA SILVA 20447690850
 TM ROBLES LTDA
 ROSANGELA AGUIAR FIGUEIREDO DROGARIA
 OTICAS DE SA DE HERCULANDIA LTDA
 AGUIAR & FIGUEIREDO DROGARIA LTDA
 ZENILDE CORDEIRO 76044742849",DIV_56,Alimentação,18,"CLOVIS ALVES CORDEIRO
 ARLETE SALLES DE ALBUQUERQUE 27260093870
 SUELI ENI DE OLIVEIRA RODRIGUES 11084356880
 AGUINALDO ALTERO 11067081801
 IVANILDO NUNES VIEIRA 15508562869
 ROSELI MARIA DE BRITO 22904392823
 RUBNEIA BALDO DE OLIVEIRA 20012392898
 PIZZA TREM.COM HERCULANDIA LTDA
 VALDIRENE PRADO COSTA 07114921829
 BARBARA KAWANE ALVES STANGARI 44323597819",,,,,,,,,,,,,855,-4.18,3.480,3.070,3.020,1.300,15.22,0,-3.8030764099572205,0.48835028360512667,Perfil Intermediário (Grupo 0)
SP,São Paulo,Santo Amaro,-23.6562303,-46.7191156,SO PAULO,723,6090,26,1.8 MI,2367381,2179670,1824999,262315,691333,63513,343756,44322,162535,111877,51646,6079,24413,63843,354671,120148,10,23,34,23,37,26,43,18,83,60,212,142,139,44,23,0.68468475,3.479586,0.5011197,1156468,Serviços de Tecnologia,44,771,Serviços de contabilidade,19,527,Corretagem de seguros,10,462,Psicólogos,9,774,Serviços jurídicos,12,238,DIV_47,Comércio,88,"PIN PIN BABY COMERCIO DE ARTIGOS INFANTIS EIRELI
 LIFES MARKET COMERCIO E SERVICOS EIRELI
 KMP MOVEIS PLANEJADOS E DECORACOES EIRELI
 BEN & THOMAZ PHARMA LTDA
 JOSE RODRIGUES DE LIMA 17313104634
 GILSON DE OLIVEIRA 20858647672
 H2O PURIFICADORES E REFIL DE AGUA EIRELI
 SISCOM TECNOLOGIA DA COMUNICACAO LTDA
 HELP SOLUCOES EM TI LTDA
 MARCIEL GOMES DA SILVA 05393295170",DIV_56,Alimentação,9,"TOQUE PAULISTA COMERCIO DE CONGELADOS EIRELI
 RONALDO LIMA BATISTA GOMES 22301637875
 LETICIA PAPPAS COUTO RIBEIRO 45079486813
 CRISTIANE MARINHO MARTINS 21309547823
 MAYANNE MEIRELES ANASTACIO 47233107890
 ERICA DE JESUS DOS SANTOS 39533882824
 ANA PAULA DA SILVA 23281079822
 SAUCE BURGER COMERCIO DE ALIMENTOS LTDA
 WILL LANCHONETE LTDA",,,,,,,,,,,,,425,-41.22,6.090,5.370,6.680,2.880,-8.82,0,-3.798646278887587,-0.5286175696681142,Perfil Intermediário (Grupo 0)
SP,São Paulo,Liberdade,-23.5666009,-46.6318034,SO PAULO,5928,9920,210,18.3 MI,24358178,22254539,18298476,2491213,6815950,614883,3583786,388286,1663416,1220040,545252,49938,244858,689709,3956062,1409112,397,738,648,465,567,240,221,178,568,430,1962,1420,985,324,265,0.71411866,2.2676973,0.56246763,1156469,Serviços de Tecnologia,35,342,Escola de Idiomas,7,388,Ensino especializado,76,177,Consultórios médicos,28,223,Psicólogos,6,271,DIV_47,Comércio,125,"FFA COMERCIO DE IMPORTACAO E EXPORTACAO LTDA
 TALYA IRIS ALVES 47952037846
 SW CAFE - COMERCIO DE MAQUINAS DE CAFE EXPRESSO LTDA
 SAINT-GOBAIN DISTRIBUICAO BRASIL LTDA
 HAKA STORE DO BRASIL LTDA
 LUANA DOS SANTOS SOUSA 61210364352
 WA FAST SERVICE LTDA
 CENTRO OTICO ACLIMACAO LTDA
 GABRIELA BIZIO DA SILVA 44319263804
 VIVIAN YUJIN CHUN 22067289829",DIV_56,Alimentação,58,"GULAMAIS COMERCIO DE ALIMENTOS EIRELI
 RL DE ALMEIDA LANCHONETE EIRELI
 CHURRASCARIA LACO DE OURO LTDA
 CHURRASCARIA E PIZZARIA ACLIMACAO LTDA
 TRES AMIGAS RESTAURANTE LTDA
 WILSON ANTONIO LOPES 10341397890
 IVONE BASTOS DOS SANTOS SOARES DA SILVA 08238371813
 VAMEL - BAR E LANCHES LTDA
 FLAVIO ANTONIO PALEZI 02337357805
 ZENAIDE OLIVEIRA DIAS 69818452534",,,,,,,,,,,,,5814,-1.92,9.920,8.750,8.330,3.590,19.11,1,8.360770377441096,2.4153018387911076,Polo de Alta Densidade Popular
SP,São Paulo,Tatuapé,-23.5402524,-46.5766424,SO PAULO,1312,9960,46,3.3 MI,4243158,3911345,3259679,463751,1227574,109997,621937,75960,297232,202682,93788,10144,43712,114594,651666,210240,69,222,197,155,246,113,128,31,114,99,340,298,247,99,106,0.6635989,1.2465653,0.8777305,1156470,Joalherias,28,900,Psicólogos,17,839,Serviços jurídicos,25,300,Lanchonetes,90,285,Bombonieres,15,733,DIV_47,Comércio,402,"F CASTRO TELEFONIA E COMERCIO EIRELI
 SCARANZA FASHION CAMPOLIM SOROCABA LTDA
 NOVOLI HORTIFRUTI LTDA
 ROSELIS EMPORIO DE ALIMENTOS, COMERCIO E SERVICOS EIRELI
 NOVA START FONE TELECOMUNICACOES EIRELI
 MARIA CRISTINA SILVA JOIAS EIRELI
 EVANDRO TADDEI NETO EIRELI
 SUNWAVES COMERCIO DE VESTUARIO EIRELI
 N.R.A. HAUPT
 NEW ZORI COMERCIO DE ROUPAS EIRELI",DIV_56,Alimentação,144,"DAY FOOD COMERCIO DE ALIMENTOS EIRELI
 SABOR D CASA - EIRELI
 MERCATO EXPRESS HOLDING DE PARTICIPACAO LTDA
 BRUMARC COMERCIO DE SOBREMESAS LTDA
 SMARTMEALS COMERCIO DE ALIMENTOS EIRELI
 VG COMERCIO DE ALIMENTOS EIRELI
 PIMENTA VERDE ALIMENTOS LTDA.
 PIMENTA VERDE ALIMENTOS LTDA.
 SAKA CAFETERIA LTDA
 J R A LANCHONETE E CAFE LTDA",,,,,,,,,,,,,1782,35.77,9.960,8.790,6.610,2.850,50.84,0,-2.076151188291687,0.20128241001889116,Perfil Intermediário (Grupo 0)
SP,São Paulo,Butantã,-23.5693582,-46.7278225,SO PAULO,2752,11300,97,11.7 MI,15994758,14439305,11662314,1492027,4300629,388406,2349308,214522,1054091,844203,363096,26616,154917,479896,2776992,1109489,376,445,257,119,167,86,70,72,243,250,738,674,583,122,86,0.7202333,3.0812104,0.39514408,1156471,Ensino especializado,73,499,Serviços de Tecnologia,22,526,Clínicas de Fisioterapia,4,452,Serviços de Eng e Arq,10,200,Psicólogos,3,319,DIV_47,Comércio,28,"WEBNATUS DECORACAO E DESIGNER EIRELI
 MARTINS PRODUCOES E OUTROS SERVICOS LTDA
 HELIO CARLOS JOSE DE SOUZA JUNIOR 36383706829
 LAURA ROSA MUNOZ VELASQUEZ 23704949809
 JESSIKA DANTAS ROLIM DE LIRA 40178197882
 DANIEL MARQUES FERREIRA 35963962803
 NEUZA ABEL 34260919768
 CORINTO COMERCIO E INDUSTRIA LTDA
 ATELIER YUTAKA TOYOTA MARCENARIA E SERRALHERIA ARTESANAL LTDA
 MARCELO PEREIRA DOMINGUES",DIV_56,Alimentação,13,"RITA NEVES DE SOUZA 15681847861
 CARLOS EDUARDO MONTEIRO 07917166864
 SANDRA STASI 22394889802
 MACIEL FELIPE DA FE GOMES 11390497470
 JULIA CAETANO DE SOUSA OLIVEIRA 72494310130
 JAQUELINE NUNES DE SOUZA LUCCHESI 13488525856
 IVAN JOSE IVO DE SOUZA DOS ANJOS 15309315845
 GEORGE WILLIAN DE PAULA SANTOS 26012191812
 INSTITUTO PIZZA LTDA
 MARCOS ROBERTO FERREIRA CABRAL 44820572822",,,,,,,,,,,,,2927,6.35,11.300,10.000,13.200,5.680,-13.91,1,2.131337605092179,-0.8125065064759132,Polo de Alta Densidade Popular
SP,São Paulo,Lapa,-23.5215756,-46.7043491,SO PAULO,1926,8070,68,6.1 MI,8081076,7392080,6083964,831541,2262494,204688,1192754,130191,554185,404354,180992,16438,81618,227558,1308114,455545,105,201,218,141,122,56,53,51,122,133,574,401,341,166,159,0.67827284,1.0698073,1.0816185,1156472,Dentistas,25,430,Bancos,14,804,Óticas,25,508,Psicólogos,12,491,Serviços de contabilidade,21,252,DIV_47,Comércio,360,"DNL MOVEIS E DECORACOES EIRELI
 UTILIDADES MANIA COMERCIO VAREJISTA DE UTILIDADES EIRELI
 KCL COMERCIO DE OCULOS LTDA
 DROGA EX LTDA
 ANG COMERCIO DE OTICA  EIRELI
 CORES DA LARA MODA INFANTIL LTDA
 THATA FESTAS EIRELI
 DISTRIBUIDORA DE MOVEIS IPANEMA LTDA
 ALI COLCHOES EIRELI
 ATELIE DAS BOLSAS - COMERCIO DE BOLSAS E ACESSORIOS EIRELI",DIV_56,Alimentação,88,"MERCATO EXPRESS HOLDING DE PARTICIPACAO LTDA
 SABOR DE MINAS RESTAURANTE LTDA
 BLANCO - DOCES E CONVENIENCIAS LTDA
 EULLER GONCALVES DOS SANTOS 45095127830
 PASTELARIA SEN TEN LTDA
 DEISE APARECIDA CARPANELLI FRANCOZO LTDA
 PASTELARIA RAINHA BRASILEIRA LTDA
 BAR E LANCHES CARDEAL DA LAPA LTDA
 CASA DO NORTE LAPA RESTAURANTE LTDA
 LANCHONETE DO AKON LTDA",,,,,,,,,,,,,1626,-15.56,8.070,7.120,8.310,3.590,-2.93,0,-0.8043172618197999,-0.38474934599698746,Perfil Intermediário (Grupo 0)
MG,Belo Horizonte,Savassi,-19.937246,-43.9355817,BELO HORIZONTE,1756,15100,62,9.2 MI,12619779,11369428,9152701,1157268,3364901,304802,1855586,163771,826304,672994,287338,19935,121532,382320,2216724,898150,457,499,294,120,108,40,87,32,90,125,541,324,349,148,150,0.68941224,0.84552217,1.2570076,1156473,Serviços jurídicos,144,517,Corretagem de imóveis,247,438,Serviços de Eng e Arq,145,362,Serviços de Tecnologia,127,283,Bancos,28,443,DIV_47,Comércio,668,"ANS ALIMENTACAO E SUPLEMENTOS EIRELI
 TO AMANDO LTDA
 BOCA DE PITO CAFETERIA E TABACARIA EIRELI
 ISABELLA E PEDRO COMERCIO DE MAQUIAGEM LTDA
 BEBIDA NA PORTA COMERCIO DE BEBIDAS LTDA
 C&D INFORMATICA CELULARES EIRELI
 REJUVENESCER PRODUTOS DE BELEZA E CLAREAMENTO DA PELE EIRELI
 TA COMERCIO E INDUSTRIA DE JOIAS E ACESSORIOS EIRELI
 VANILLA BEBE COMERCIO DE ROUPAS LTDA
 BOUTIQUE LAZO COMERCIO VAREJISTA DE ROUPAS LTDA",DIV_56,Alimentação,224,"HF LANCHES EIRELI
 RESTAURANTE CHOP STICK SAN EIRELI
 GILSIMAR DE CARVALHO DA CRUZ EIRELI
 GUJOCAFE EIRELI
 PADARIA E PASTELARIA NAPOLITANO SAVASSI LTDA
 JAMES BURGER HAMBURGUERIA ARTESANAL EIRELI
 KANGARO EIRELI
 RESTAURANTE E EMPORIO MORADA MEXICANA EIRELI
 HORTA31 SALADERIA LTDA
 90 BAR EIRELI",,,,,,,,,,,,,2156,22.75,15.100,13.300,15.500,6.680,-2.44,0,0.5640745861392394,-1.757593309740929,Perfil Intermediário (Grupo 0)
MG,Belo Horizonte,Pampulha,-19.8638036,-43.9749287,BELO HORIZONTE,78,15800,3,338 mil,460607,417194,337980,43830,124983,11164,67660,6364,30794,24011,10452,787,4493,13611,79214,30491,5,8,5,2,3,1,1,2,7,6,23,15,14,7,2,0.67674464,1.5101177,0.6231624,1156474,Restaurantes,3,1777,Consultórios médicos,1,1244,Material de construção,1,533,Albergues,0,0,Administração pública,0,0,DIV_47,Comércio,1,BORDA INFINITA PISCINAS LTDA.,DIV_56,Alimentação,3,"VM BAR RESTAURANTE E LANCHONETE LTDA
 ALL MAR RESTAURANTE LTDA
 RESTAURANTE CHOPP DA FABRICA CENTRAL LTDA",,,,,,,,,,,,,78,-0.24,15.800,13.900,18.100,7.800,-12.61,0,-4.8606031843455915,-1.474173876470881,Perfil Intermediário (Grupo 0)
MG,Belo Horizonte,Buritis,-19.9765791,-43.9674165,BELO HORIZONTE,4462,12400,158,18.4 MI,24908669,22636310,18398701,2415816,6813913,603854,3666875,354917,1689168,1284943,565234,43736,245088,725510,4237608,1567522,445,830,528,214,172,102,69,197,564,305,1421,1293,514,111,57,0.7230641,6.557655,0.15961526,1156475,Serviços de Eng e Arq,26,301,Ensino especializado,68,186,Corretagem de imóveis,28,195,Clínicas de Fisioterapia,5,254,Agência de publicidade,44,69,DIV_47,Comércio,118,"MARSALAS BOLSAS ACESSORIOS E CALCADOS EIRELI
 TOMZ TECNOLOGIA EIRELI
 EXPERTS INFORMATICA EIRELI
 DECORACOES BURITIS EIRELI
 S12 EQUIPAMENTOS DE COMBATE A INCENDIO LTDA
 ELETROFERRAGENS NAZARE EIRELI
 HORTIFRUTI MARCO AURELIO LTDA
 OTHON FILIPE JARDIM SILVA DISTRIBUIDORA DE BEBIDAS
 REAL COMERCIO LTDA
 DANIELLE RIBEIRO FERNANDES 01431830607",DIV_56,Alimentação,45,"LUCINEIA BORGES SOARES 39547985817
 HELPIZZA LTDA
 HELCIO SOARES DE OLIVEIRA 26489457687
 VITOR FERNANDO MENEGUITE GONCALVES 01438705646
 LUCIMARA FERREIRA BARROS SILVA 06213647708
 ELIAS DE PAULA 03144019623
 WANDERSON RICARDO DO NASCIMENTO 04362639632
 MOISES FERREIRA HONORATO 14330991608
 MARIA NIRCE DA CRUZ ARAUJO 83943978672
 MAGNA MACIEL CARDOSO 01341599698",,,,,,,,,,,,,5226,17.13,12.400,10.900,13.200,5.680,-5.84,1,6.41313242939789,-0.08898667558063077,Polo de Alta Densidade Popular
MG,Belo Horizonte,Padre Eustáquio,-19.9143045,-43.979356,BELO HORIZONTE,3493,5710,124,7.4 MI,9487340,8799396,7409817,1087280,2799016,253896,1395040,184960,673768,439558,207345,24928,100021,247554,1389579,410907,52,212,276,231,365,177,80,82,286,285,1057,756,650,213,178,0.70066524,1.7083473,0.61044294,1156476,Serviços de Eng e Arq,22,220,Serviços de contabilidade,13,198,Dentistas,11,220,Clínicas Estéticas,27,113,Bares,0,0,DIV_47,Comércio,202,"MEU PRATA SUPERMERCADOS EIRELI
 JOANA DARC FERREIRA NACIONAIS E IMPORTADOS EIRELI
 ELIAS E SILVA COMERCIO LTDA
 DEPOSITO CONSTRULASER EIRELI
 UMUARAMA CALCADOS LTDA
 CARLOS AUGUSTO OLIVEIRA CARVALHO
 ACIDO SARSUR COMERCIO E INDUSTRIA LTDA
 CGR COMERCIAL TRES IRMAOS LTDA
 DANIELLE CONCEICAO LEITE MARTINS FERREIRA DO PRADO 03985089680
 HANGAR 43 EIRELI",DIV_56,Alimentação,69,"SUSHI SAM RESTAURANTE LTDA
 SANTO MACARRAO EIRELI
 RESTAURANTE PRATOS & PANELAS LTDA
 T&R FOODS LTDA
 BUTIKIM DA KELLY BAR E RESTAURANTE LTDA
 CABANA 18 RESTAURANTE E CHURRASCARIA LTDA
 CABANA 18 RESTAURANTE E CHURRASCARIA LTDA
 JA CHURRASCARIA LTDA
 FLAVIA ROLAND HENRIQUE
 RONALDO ALVES DE SOUZA 85956074604",,,,,,,,,,,,,2738,-21.61,5.710,5.040,6.080,2.620,-6.03,1,1.235093815205879,1.9592691269647473,Polo de Alta Densidade Popular
MG,Belo Horizonte,Lourdes,-19.9315166,-43.943439,BELO HORIZONTE,5607,20000,198,40.9 MI,57567192,51386885,40896733,4935211,14909707,1373436,8458518,659537,3640331,3180146,1318119,78737,540888,1816592,10490154,4600611,1227,845,313,118,97,22,96,129,420,435,1468,1131,1221,453,345,0.68214,1.3849386,0.82517445,1156477,Corretagem de imóveis,79,417,Serviços de Eng e Arq,49,369,Serviços jurídicos,37,377,Consultórios médicos,50,315,Escola de Idiomas,6,200,DIV_47,Comércio,137,"ELETRO IMPERIAL LTDA
 ARMAZEM DA ARTE EIRELI
 PET SHOP VILLAGE EIRELI
 NOESIS TECNOLOGIAS EIRELI
 V & C COMERCIO DE JOIAS EIRELI
 SAO BENTO ROUPAS E ACESSORIOS EIRELI
 POSTO RIEGERT LTDA
 MCP CASA E DECORACOES EIRELI
 DECK & SOL EIRELI
 100 POR CENTO IDEIAS UTENSILIOS EIRELI",DIV_56,Alimentação,80,"BCF BEBIDAS E COMESTIVEIS FINOS LTDA
 RESTAURANTE PREMIUM LP 01 EIRELI
 DARTA EIRELI
 MEDIEVAL BAR E RESTAURANTE EIRELI
 PHCG COMERCIO DE ALIMENTOS LTDA
 MILANO COMERCIO VAREJISTA DE ALIMENTOS S.A.
 LA VINICOLA WINE BAR E FINGERFOOD COMERCIO E SERVICOS LTDA
 BH JAPANESE FOOD LTDA
 GAE COMERCIO DE ALIMENTOS LTDA
 LPO 1001 SERVICOS LTDA",,,,,,,,,,,,,5142,-8.29,20.000,17.600,25.600,11.100,-21.94,2,15.258019703850279,-5.968385492211482,Elite Socioeconômica
MG,Belo Horizonte,Sion,-19.9493624,-43.9325869,BELO HORIZONTE,4678,14000,165,22.1 MI,30172665,27302637,22100115,2853556,8155098,733225,4439539,413735,2008037,1581551,685045,50900,294056,896120,5202524,2021953,495,676,434,198,185,62,98,82,347,373,1240,966,994,357,316,0.6838266,1.2580718,0.8695421,1156478,Serviços de Eng e Arq,47,523,Ensino especializado,78,182,Corretagem de imóveis,33,199,Escola de Idiomas,5,246,Academias,8,213,DIV_47,Comércio,105,"PEDRO HENRIQUE MARQUES VIANA - SEGURANCA ELETRONICA
 BEBE VESTE BEM EIRELI
 GUILHERME FURTADO ORSINI MACHADO 38535088806
 DISTRIBUIDORA DE CALCADOS LH EIRELI
 COMERCIAL IRMAOS BECKER EIRELI
 MARIA DA PENHA MENDES 07988750895
 CRAZZO COMERCIO DE ROUPAS E ACESSORIOS LTDA
 DEVOLTAASAULAS COMERCIO ELETRONICO LTDA
 UMCADIM EMPORIO MINEIRO LTDA
 NWD COMERCIO E CONFECCAO DE ROUPAS E ACESSORIOS LTDA",DIV_56,Alimentação,47,"DRIKA SORVETERIA E ACAITERIA EIRELI
 EMPORIO SANTOS E SEABRA LTDA
 DPC CULINARIA JAPONESA LTDA
 DANIEL NEVES LADEIRA
 ANA ELISA STARLING 02563945631
 CRISTIANE PEREIRA DE MELO ANTUNES 09659221622
 GABRIELLE NOGUEIRA FERNANDES 12078698644
 WILLIAN ANTUNES DE MACEDO 09786482697
 JULIANA CRISTINA SANTOS 09330217630
 LANCHES URUGUAI LTDA",,,,,,,,,,,,,4383,-6.32,14.000,12.400,15.800,6.830,-11.37,1,7.688451202013287,-1.7053525734714012,Polo de Alta Densidade Popular
MG,Belo Horizonte,Barreiro,-20.0035117,-44.0053391,BELO HORIZONTE,3357,3820,119,3.7 MI,4497750,4245622,3741624,615245,1479679,138507,632403,120211,321753,172528,90596,18920,50218,102625,503997,127532,8,42,112,154,469,393,158,120,429,341,1118,690,481,106,72,0.68097883,5.3919764,0.20060314,1156479,Ensino especializado,0,0,Lavanderias,0,0,Deliveries,0,0,"Cama, mesa e banho",0,0,Casas lotéricas,0,0,DIV_47,Comércio,0,,DIV_56,Alimentação,0,,,,,,,,,,,,,,3281,-2.25,3.820,3.370,3.240,1.400,18.01,0,-0.1140289156434295,4.153373339285582,Perfil Intermediário (Grupo 0)
